batch,query_id,lane,source_group,query,result_index,account_guess,source_type,signal_type,date,title_or_actor,url,domain,reliability,weak_or_noise,tags,evidence,summary
crustdata_linkedin,li_028,tech_keywords,linkedin_posts,AutoGen banking,2,Quince Capital,linkedin_recruiter_or_job_post,job/hiring,2026-06-05,Quince Capital,https://www.linkedin.com/posts/quincecapital_hiring-aiengineer-agenticai-activity-7468249232152420352-XEFy?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGAe0uQBrMHwnEeaQxMg3HiP2dIDbzsA9h4,linkedin.com,medium,no,"agentic-ai,ai-agents,job/hiring,linkedin_posts,linkedin_recruiter_or_job_post,medium,rag,retrieval,tech_keywords,underwriting","🚀 We're Hiring: AI Engineer – Agentic AI & Credit Automation 🚀 📍 Location: Mumbai 💼 Experience: 2–3 Years 🏢 Industry: Banking / NBFC / FinTech Are you passionate about building next-generation AI solutions that transform financial services? We are looking for an AI Engineer to join our growing technology team and work on cutting-edge Agentic AI, Credit Automation, and Intelligent Underwriting solutions.  Key Responsibilities 🔹 Design and develop Agentic AI solutions using LLMs, AI agents, and workflow orchestration frameworks. 🔹 Build AI-powered systems for automated preparation of Credit Appraisal Memos (CAM) and credit/risk assessment reports. 🔹 Develop intelligent document processing solutions for extracting and analyzing financial and customer data. 🔹 Implement Prompt Engineering, RAG (Retrieval-Augmented Generation), and multi-agent workflows. 🔹 Automate underwriting summaries, risk observations, mitigation notes, sanction conditions, and loan recommendation reports. 🔹 Integrate A",employer=; reactions=12; comments=0
crustdata_linkedin,li_028,tech_keywords,linkedin_posts,AutoGen banking,3,,linkedin_practitioner_post,job/hiring,2026-06-05,Manu Yadav,https://www.linkedin.com/posts/manu-yadav-7b760b393_hiring-hyderabadjobs-artificialintelligence-activity-7466103723098939392-aj7w?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGAe0uQBrMHwnEeaQxMg3HiP2dIDbzsA9h4,linkedin.com,medium,no,"agentic-ai,job/hiring,langgraph,linkedin_posts,linkedin_practitioner_post,medium,tech_keywords","🚀 | Agentic Development Team Leader / Associate 📍 Location: Hyderabad, India  We are looking for candidates for an exciting opportunity with a leading global organization in the Financial Services & Technology sector, seeking highly skilled professionals passionate about AI, Agentic Systems, GenAI, and Cloud Technologies to build future-ready intelligent automation solutions within a dynamic global team.  🔹 Role: Agentic Development Team Leader / Associate 🔹 Domain: Data, Analytics & Reporting Technology (DART) 🔹 Industry: Financial Services / Banking Technology / AI & Automation  💡 Key Responsibilities: ✔️ Develop and maintain modular agentic system components ✔️ Build intelligent automation and orchestration solutions ✔️ Work with Agentic AI frameworks like LangGraph, Google ADK, and AutoGen ✔️ Deploy scalable applications on AWS using Docker & Terraform ✔️ Collaborate across global teams in Agile environments ✔️ Lead AI/ML initiatives, CI/CD pipelines, and infrastructure development",employer=; reactions=2; comments=0
crustdata_linkedin,li_028,tech_keywords,linkedin_posts,AutoGen banking,4,FE CREDIT,linkedin_recruiter_or_job_post,job/hiring,2026-06-05,Hoang Que Anh,https://www.linkedin.com/posts/hoang-que-anh-619838143_hiring-aiengineer-fecredit-activity-7425371087632269312-fEpM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGAe0uQBrMHwnEeaQxMg3HiP2dIDbzsA9h4,linkedin.com,medium,no,"job/hiring,linkedin_posts,linkedin_recruiter_or_job_post,medium,rag,tech_keywords","🚀 Hiring: AI Engineer | FE CREDIT  Join our AI team to transform big data into intelligent financial solutions for millions of users.  Requirements:  - Exposure to OpenAI Assistants API, Semantic Kernel, or open-source agent stacks (AutoGen, SuperAGI, etc.) - Knowledge of enterprise AI deployment patterns (multi-tenant RAG, ACL for memory/knowledge base). - Familiarity with GPU cost optimization and caching strategies. - Experience with other programming languages such as Java and Go (Golang). - AWS DevOps experience, including CI/CD pipelines, monitoring, and infrastructure automation. • Domain: Previous experience in Financial Services/Banking is a strong plus.  📍 Location: Xom Chieu Ward, Ho Chi Minh City. #Hiring #AIEngineer #FECredit #HCM #MachineLearning #Fintech #BigData #AIJobs",employer=FE CREDIT; reactions=18; comments=0
crustdata_linkedin,li_030,tech_keywords,linkedin_posts,RAG banking,1,BRAINTREE HR CONSULTING PRIVATE LIMITED,linkedin_practitioner_post,job/hiring,2026-06-05,Sowjanya K,https://www.linkedin.com/posts/activity-7468147099977555968-RJPD?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFuTpjYBh4p9Ew9oJw8in_BddwJVd0kZ0HM,linkedin.com,medium,no,"agentic-ai,ai-agents,job/hiring,langchain,langgraph,linkedin_posts,linkedin_practitioner_post,medium,rag,tech_keywords","🚀 Mega Walk-In Drive | Top MNC | Banking Domain 🚀 Hiring Generative AI Engineers with experience in: ✅ Python ✅ Generative AI (LLMs, RAG, Prompt Engineering) ✅ Agentic AI / AI Agents ✅ LangChain / LangGraph ✅ NLP & Machine Learning Experience : 5.8 yrs+ 📍 Hyderabad | Bangalore | Gurgaon 📅 6th June 2026 Join a leading MNC and work on next-generation AI solutions for the Banking & Financial Services domain.  #Hiring #GenerativeAI #AgenticAI #AIEngineer #PythonDeveloper #LLM #BankingJobs #BFSI #OpenAI #LangChain #RAG #MachineLearning #WalkInDrive #HyderabadJobs #BangaloreJobs #GurgaonJobs #MNCJobs #HiringNow",employer=BRAINTREE HR CONSULTING PRIVATE LIMITED; reactions=6; comments=3
crustdata_linkedin,li_034,tech_keywords,linkedin_posts,grounding LLM financial services,2,Mindlance,linkedin_practitioner_post,job/hiring,2026-06-05,Rohit Singh,https://www.linkedin.com/posts/rohit-singh-9250b1106_one-of-our-top-banking-client-is-seeking-activity-7468488703242485760-I4qM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFNSJysBHA2YmfyfMRSJPRo_7MO9dTCVjIE,linkedin.com,medium,no,"agentic-ai,ai-agents,governance,grounding,job/hiring,linkedin_posts,linkedin_practitioner_post,mcp,medium,rag,tech_keywords","One of our top Banking client is seeking to fill a 10 W2 roles (not C2C) as a Senior Fullstack AI Engineer/Lead Fullstack AI Engineer to join their team in Charlotte, NC. This is a hybrid role. For more details, please contact me at 732-612-9761 or rohits@mindlance.com.  Job Descriptions: Lead end-to-end deployment of agentic AI solutions into live banking operations Embed AI agents directly into operational workflows for automation and decision support Work closely with business and operations teams to move from concept to production Ensure enterprise-grade deployment, scalability, and governance of AI solutions Agentic Solution Design, MCP Tools & Workflow Orchestration Design and implement agentic AI solutions using process artifacts as input for workflow automation Develop multi-step AI agents capable of reasoning, tool use, and task execution Leverage MCP (Model Context Protocol) tools to integrate LLMs with enterprise systems, APIs, and data sources Enable tool-augmented LLM work",employer=Mindlance; reactions=2; comments=0
crustdata_linkedin,li_049,named_accounts,linkedin_posts,Morgan Stanley AI agents,0,Morgan Stanley,linkedin_practitioner_post,governance/compliance,2026-06-05,Leroy Abrahams II,https://www.linkedin.com/posts/leroyabrahamsii_anthropic-deepens-push-into-wall-street-with-activity-7463013731631886338-cgzx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGBHbr0BmBmlsPeesXn0macbokyqSKumsF4,linkedin.com,medium,no,"ai-agents,aml,governance/compliance,kyc,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","In partnership with leading financial institutions like Morgan Stanley, Anthropic has launched ten pre-and co-built AI agents tailored for financial services.  This innovation allows operations associates to focus on bringing greater nuance, judgment, and context to complex KYC, AML, credit decisioning, and onboarding scenarios that truly require it. Meanwhile, frontline teams can shift time from processing paperwork to fostering more meaningful relationships.",employer=Regions Financial Corporation; reactions=9; comments=1
crustdata_linkedin,li_049,named_accounts,linkedin_posts,Morgan Stanley AI agents,1,Morgan Stanley,linkedin_practitioner_post,internal-agent-platform,2026-06-05,Kit Yu,https://www.linkedin.com/posts/kit-yu-27753534_morgan-stanley-plans-to-allow-external-artificial-activity-7468375613519753216-cYOs?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGBHbr0BmBmlsPeesXn0macbokyqSKumsF4,linkedin.com,medium,no,"agentic-ai,ai-agents,internal-agent-platform,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","Morgan Stanley plans to allow external artificial intelligence agents access to its stock administration platforms, ShareWorks and Equity Edge, in a move that could set a precedent for Wall Street. ""In a future state, our corporate clients will not be logging into ShareWorks or Equity Edge"" and instead will be ""using agentic AI-powered tools on their desktops within the four walls of their companies, interacting with our platforms in a purely agentic way,"" said Mark Mitchell, chief product officer of Morgan Stanley at Work.",employer=; reactions=1; comments=0
crustdata_linkedin,li_049,named_accounts,linkedin_posts,Morgan Stanley AI agents,2,Morgan Stanley,linkedin_practitioner_post,governance/compliance,2026-06-05,David J.,https://www.linkedin.com/posts/davidjockin_agenticcommerce-ecommerce-productdata-activity-7460337720498917378-kyh1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGBHbr0BmBmlsPeesXn0macbokyqSKumsF4,linkedin.com,medium,no,"ai-agents,governance,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","The Agentic Commerce Paradox  AI agents are coming for commerce. Morgan Stanley says half of shoppers will use AI agents by 2030.  Here's what nobody's talking about: AI agents don't browse. They filter.  If your product data is incomplete, your products won't even be considered. The agent will skip you entirely.  This isn't SEO. This isn't AEO. This is data completeness as survival.  20 years in commerce taught me: your data architecture was always the foundation. Now it's the whole game.  The brands winning in 2027 are the ones treating product data like revenue infrastructure today.  Is your product data complete enough to be found?  #AgenticCommerce #eCommerce #ProductData #DataGovernance #AI #RetailTech #DigitalCommerce #EnterpriseArchitecture",employer=; reactions=13; comments=1
crustdata_linkedin,li_049,named_accounts,linkedin_posts,Morgan Stanley AI agents,3,Morgan Stanley,linkedin_practitioner_post,governance/compliance,2026-06-05,Anmol S,https://www.linkedin.com/posts/anmol-s565_the-most-consequential-shift-in-finance-right-activity-7464729952324702208-4kT9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGBHbr0BmBmlsPeesXn0macbokyqSKumsF4,linkedin.com,medium,no,"ai-agents,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","The most consequential shift in finance right now isn't a market move. It's a structural one.  AI agents are becoming economic actors.  Not metaphorically. Literally holding wallets, initiating stablecoin payments, negotiating prices, and settling transactions on crypto rails without a human ever touching the keyboard.  Edition 9 of The Operator's Playbook is titled ""Agents With Wallets"" — and it maps the three structural developments defining this moment:  01 | Stripe's Machine Payments Protocol   At Sessions 2026, the live demo said it all: an agent received a task, autonomously purchased a $0.04 dataset via stablecoin wallet, built a report, published it, and priced it for other agents to buy. No human authorization beyond the first prompt. 288 products. One thesis: rebuild financial infrastructure for machines.  02 | The RWA Inflection   Tokenized real-world assets crossed $32B in May 2026 up 263% year-over-year. BlackRock's BUIDL fund entered DeFi rails through Uniswap. Morgan Sta",employer=; reactions=5; comments=1
crustdata_linkedin,li_049,named_accounts,linkedin_posts,Morgan Stanley AI agents,4,JPMorgan Chase,linkedin_practitioner_post,governance/compliance,2026-06-05,Ashish Dhawan,https://www.linkedin.com/posts/ashdhawan_jpmorgan-chase-now-runs-over-500-active-ai-activity-7464014877494415360-QOwV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGBHbr0BmBmlsPeesXn0macbokyqSKumsF4,linkedin.com,medium,no,"ai-agents,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts,wealth","JPMorgan Chase now runs over 500 active AI use cases in production and is spending $18 billion a year on technology — generating a matched $2 billion in annual AI cost savings. Goldman Sachs embedded Anthropic engineers inside its technology teams for six months to build autonomous agents for trade accounting and compliance. Citigroup's AI tools freed up 100,000 developer hours every week across 180,000 employees. Morgan Stanley's DevGen.AI saved 280,000 hours of manual work in one six-month stretch. And McKinsey estimates AI could add $340 billion in additional value to the global banking industry — while warning that banks face a potential $170 billion earnings hit if their own customers adopt AI agents against them.   In Blog #34 of the AI Frontier series, The Great Finance, we go inside the AI transformation of every layer of your financial life: the agentic revolution on Wall Street, the democratization of wealth management, the AI-powered insurance transformation, the alternative",employer=; reactions=78; comments=7
crustdata_linkedin,li_054,named_accounts,linkedin_posts,FIS agentic AI,0,Mastercard,linkedin_practitioner_post,governance/compliance,2026-06-05,Andrew Christodoulou,https://www.linkedin.com/posts/andrew-s-christodoulou_fintech-ai-payments-activity-7458492350718345216--6e1?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGciIgB5y1D2N4qqhpMv83ellmRsl3D4lA,linkedin.com,medium,no,"agentic-ai,aml,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","Mastercard completes its first live AI agent payment in Portugal and 4 more stories in this week’s Five Point Friday! 🏃‍♂️ Let’s run it:  🤖 FIS & Anthropic turn AML investigations from days into minutes.  🇧🇷 Brazil creates a dedicated ""34045"" code to track betting flows.  🇪🇺 The European Central Bank locks in the 2027 start date for the Digital Euro pilot.  ☕ Adyen consolidates Lavazza Group’s global coffee payments.  #Fintech #AI #Payments #Mastercard #FIS #DigitalEuro #Adyen #BrazilFintech #FutureOfFinance",employer=Ingenico ePayments; reactions=6; comments=0
crustdata_linkedin,li_054,named_accounts,linkedin_posts,FIS agentic AI,2,FIS,linkedin_practitioner_post,agent-tech/retrieval,2026-06-05,Leslie Poole,https://www.linkedin.com/posts/pooleleslie_creditunions-aireadiness-dataarchitectue-activity-7459689002489716736-aR5u?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGciIgB5y1D2N4qqhpMv83ellmRsl3D4lA,linkedin.com,medium,no,"agent-tech/retrieval,agentic-ai,linkedin_posts,linkedin_practitioner_post,medium,named_accounts,rag","""What the FIS–Anthropic Deal Actually Reveals - The partnership is significant, but not for the reasons most of the fintech press coverage suggests. This isn't really a story about AI. It's a story about data architecture as competitive infrastructure."" #creditunions #aireadiness #dataarchitectue",employer=; reactions=11; comments=0
crustdata_linkedin,li_054,named_accounts,linkedin_posts,FIS agentic AI,3,FIS,linkedin_practitioner_post,governance/compliance,2026-06-05,Sam Chauhan,https://www.linkedin.com/posts/sam-chauhan-a56099b2_fincrime-aml-austrac-activity-7459716472580485121-fx0p?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGciIgB5y1D2N4qqhpMv83ellmRsl3D4lA,linkedin.com,medium,no,"agentic-ai,aml,governance,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","On 4th May 26, FIS announced the Financial Crimes AI Agent, built with Anthropic, in production at BMO and Amalgamated Bank, compressing AML investigations from days to minutes.  That is not a pilot. It is a reference point.  When production-grade agentic TM architecture exists at scale, with regulatory-grade auditability, Wolfsberg-aligned governance, and measurable outcomes, the absence of a credible transformation path becomes a harder position to hold in an examination context. Regulators read press releases.  Edition 19 of Under the Surface covers what the deployment actually changes: the calibration problem it addresses, the downstream depth gap it closes, and the governance questions institutions need to be asking this quarter, not next year.   #FinCrime #AML #AUSTRAC #AgenticAI #MoneyLaundering #Compliance #FinancialIntelligence #TM",employer=National Australia Bank; reactions=14; comments=2
crustdata_linkedin,li_054,named_accounts,linkedin_posts,FIS agentic AI,4,FIS,linkedin_practitioner_post,governance/compliance,2026-06-05,Francis Ofungwu,https://www.linkedin.com/posts/francisofungwu_when-an-ai-agent-clears-an-aml-alert-what-activity-7463684592743522304-mwcI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGciIgB5y1D2N4qqhpMv83ellmRsl3D4lA,linkedin.com,medium,no,"agentic-ai,aml,governance/compliance,linkedin_posts,linkedin_practitioner_post,medium,named_accounts","When an AI agent clears an AML alert, what can you actually show as evidence? That the agent was approved at deployment? That you have a log of what it did?  Neither of those answers the question an examiner may ask: was that decision permitted, bounded, and based on data you can stand behind? That's the gap I unpack in this week's piece, and why the software supply chain crisis is the preview nobody in financial services should be ignoring.",employer=DevSecFlow; reactions=9; comments=0
